bug.id,treatment,temp,load,mass.T0,died,Timepoint,expct.hour,age,instar,tot.cnsmp,Date,time,fed,mass,mass.gain,log.mg,log.cnsmp
20_c_11,control,20,NA,35.31,0,T22,384,384.4666667,5,829.63816,334,9.983333333,1,2044.46,2009.15,7.60546702603966,6.7209896539288
20_c_11,control,20,NA,35.31,0,T23,408,408.4,5,1112.68008,335,9.916666667,1,3065.65,3030.34,8.01643010342933,7.01452687060384
20_c_11,control,20,NA,35.31,0,T24,432,435.2,5,1732.30104,336,12.71666667,1,4837.62,4802.31,8.47685233113234,7.45720588464262
20_c_11,control,20,NA,35.31,0,T25,456,460.3,5,2377.62591,337,13.81666667,1,6475.46,6440.15,8.77030711075261,7.7738577520078
20_c_11,control,20,NA,35.31,0,T26,480,484.8,5,2676.99019,338,14.31666667,1,7454.05,7418.74,8.9117645104211,7.89244837896377
20_c_11,control,20,NA,35.31,0,T27,504,508.9833333,5,3355.05669,339,14.5,1,9281.66,9246.35,9.13198415803894,8.11822394643143
20_c_11,control,20,NA,35.31,0,T28,528,533.35,5,4085.88761,340,14.86666667,1,11066.32,11031.01,9.3084656765051,8.31529426888081
20_c_11,control,20,NA,35.31,0,T29,552,556.6833333,w,NA,341,14.2,NA,10394.43,10359.12,9.24562257012075,NA
20_c_11,control,20,NA,35.31,0,T3,30,29.98333333,3,32.7702300000001,319,15.5,1,67.55,32.24,3.47320791763843,3.48952048130068
20_c_11,control,20,NA,35.31,0,T30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_11,control,20,NA,35.31,0,T4,48,48.28333333,3,56.2819100000001,320,9.8,1,104.19,68.88,4.23236586011947,4.03037316912591
20_c_11,control,20,NA,35.31,0,T5,54,54.36666667,3,68.0412300000001,320,15.88333333,1,123.17,87.86,4.47574463854763,4.22011384496568
20_c_11,control,20,NA,35.31,0,T6,72,72.93333333,3,80.7271400000001,321,10.45,1,118.96,83.65,4.42664142743283,4.39107482604831
20_c_11,control,20,NA,35.31,0,T7,78,78.63333333,3,85.8744200000001,321,16.15,0,118.52,83.21,4.42136753291234,4.45288599651679
20_c_11,control,20,NA,35.31,0,T8,96,96.65,3,110.25065,322,10.16666667,1,157.21,121.9,4.80320103648723,4.70275641000119
20_c_11,control,20,NA,35.31,0,T9,102,101.9333333,3,117.54309,322,15.45,1,167.27,131.96,4.88249884636038,4.76680498976188
20_c_12,control,20,NA,54.69,0,T0,0,0,3,1,318,9.533333333,NA,54.69,1,0,0
20_c_12,control,20,NA,54.69,0,T1,6,6.566666667,3,10.12824,318,16.1,1,60.38,5.69,1.73871024813824,2.31532756180352
20_c_12,control,20,NA,54.69,0,T10,120,120.2833333,4,138.7546,323,9.816666667,1,198.83,144.14,4.9707850494963,4.93270690523014
20_c_12,control,20,NA,54.69,0,T11,126,125.6333333,4,149.62568,323,15.16666667,0,227.69,173,5.15329159449778,5.00813670856288
20_c_12,control,20,NA,54.69,0,T12,144,145.0333333,4,199.34441,324,10.56666667,1,345.43,290.74,5.67242939699818,5.29503403230052
20_c_12,control,20,NA,54.69,0,T13,168,168.35,4,215.04363,325,9.883333333,1,335.99,281.3,5.63942171549581,5.37084093777267
20_c_12,control,20,NA,54.69,0,T14,192,192.1166667,4,296.17103,326,9.65,1,543.89,489.2,6.19277140381302,5.69093709151363
20_c_12,control,20,NA,54.69,0,T15,216,215.9833333,4,301.35504,327,9.516666667,1,534.38,479.69,6.17314006192842,5.70828910452787
20_c_12,control,20,NA,54.69,0,T16,240,239.4166667,4,318.28175,328,8.95,0,530.39,475.7,6.16478740343824,5.7629369967976
20_c_12,control,20,NA,54.69,0,T17,264,262.4333333,4,375.4423,329,7.966666667,1,635.1,580.41,6.36373475035851,5.92810479761272
20_c_12,control,20,NA,54.69,0,T18,288,288.5,4,479.94458,330,10.03333333,1,877.46,822.77,6.71267669624875,6.17367063890278
20_c_12,control,20,NA,54.69,0,T19,312,315.1,4,611.60041,331,12.63333333,1,1220.32,1165.63,7.06101699236722,6.41607914442748
20_c_12,control,20,NA,54.69,0,T2,24,24.4,3,27.57375,319,9.933333333,1,79.1,24.41,3.19499288440487,3.3168642331964
20_c_12,control,20,NA,54.69,0,T20,336,338.8166667,4,634.38418,332,12.35,1,1225.82,1171.13,7.06572437366132,6.45265473306141
20_c_12,control,20,NA,54.69,0,T21,360,360.4166667,4,615.91163,333,9.95,1,1198.96,1144.27,7.04252215807884,6.42310349545026
20_c_12,control,20,NA,54.69,0,T22,384,384.8666667,4,644.13694,334,10.4,0,1898.2,1843.51,7.51942664212382,6.46791134325128
20_c_12,control,20,NA,54.69,0,T23,408,408.7333333,5,649.41304,335,10.26666667,0,1256.82,1202.13,7.09185026232523,6.47606893954106
20_c_12,control,20,NA,54.69,0,T24,432,435.2333333,5,878.39306,336,12.76666667,1,2029.73,1975.04,7.58834393029469,6.77809416999546
20_c_12,control,20,NA,54.69,0,T25,456,460.3666667,5,1151.99956,337,13.9,1,2976.84,2922.15,7.98007492569532,7.04925445931132
20_c_12,control,20,NA,54.69,0,T26,480,484.7166667,5,1086.87359,338,14.25,1,2907.61,2852.92,7.9560983101614,6.99106058781041
20_c_12,control,20,NA,54.69,0,T27,504,509.1166667,5,1198.31348,339,14.65,1,3391.48,3336.79,8.112764545995,7.088670413895
20_c_12,control,20,NA,54.69,0,T28,528,533.1833333,5,1227.96571,340,14.71666667,1,3584.49,3529.8,8.16899649109846,7.11311418486445
20_c_12,control,20,NA,54.69,0,T29,552,556.4166667,5,1231.69848,341,13.95,1,3665.65,3610.96,8.19172894395219,7.11614937387994
20_c_12,control,20,NA,54.69,0,T3,30,29.8,3,35.41973,319,15.33333333,1,92.04,37.35,3.62033291157883,3.56726900951366
20_c_12,control,20,NA,54.69,0,T30,576,578.6833333,5,1648.11327,342,12.21666667,1,5126.94,5072.25,8.53153978512316,7.40738643990361
20_c_12,control,20,NA,54.69,0,T31,600,604.5166667,5,2082.64082,343,14.05,1,6387.14,6332.45,8.7534424860689,7.64139199240308
20_c_12,control,20,NA,54.69,0,T32,624,629.8666667,5,2616.90357,344,15.4,1,7506.62,7451.93,8.91622833822594,7.86974705431591
20_c_12,control,20,NA,54.69,0,T33,648,652.9333333,5,3462.08205,345,14.46666667,1,9404.96,9350.27,9.14316049887115,8.14962543562862
20_c_12,control,20,NA,54.69,0,T34,672,675.8333333,5,3578.39632,346,13.36666667,1,9414.83,9360.14,9.14421552662474,8.18267002372553
20_c_12,control,20,NA,54.69,0,T35,696,699.5833333,5,3680.84937,347,13.11666667,1,9583.87,9529.18,9.16211394887489,8.21089881159634
20_c_12,control,20,NA,54.69,0,T36,720,725.8166667,w,NA,348,15.35,NA,8674.77,8620.08,9.06184964435713,NA
20_c_12,control,20,NA,54.69,0,T37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_12,control,20,NA,54.69,0,T4,48,48.15,3,62.44853,320,9.683333333,1,141.55,86.86,4.46429762710668,4.13434269746348
20_c_12,control,20,NA,54.69,0,T5,54,53.93333333,3,74.93448,320,15.46666667,1,163.88,109.19,4.69308948402597,4.31661413172545
20_c_12,control,20,NA,54.69,0,T6,72,72.3,3,102.33793,321,9.833333333,1,205.88,151.19,5.01853732399211,4.62828037647705
20_c_12,control,20,NA,54.69,0,T7,78,78.05,3,110.15497,321,15.58333333,1,210.61,155.92,5.04934305519931,4.70188819252098
20_c_12,control,20,NA,54.69,0,T8,96,96.15,3,123.38404,322,9.683333333,1,209.85,155.16,5.04445684257177,4.8153017676124
20_c_12,control,20,NA,54.69,0,T9,102,101.6833333,3,127.98231,322,15.21666667,0,208.9,154.21,5.03831530986957,4.85189205124369
20_c_13,control,20,NA,43.19,0,T0,0,0,3,1,318,9.566666667,NA,43.19,1,0,0
20_c_13,control,20,NA,43.19,0,T1,6,6.45,3,9.50511000000002,318,16.01666667,1,47.72,4.53,1.51072193949494,2.25182954872982
20_c_13,control,20,NA,43.19,0,T10,120,120.5333333,3,158.10565,323,10.1,1,227.08,183.89,5.21433775275276,5.06326348045227
20_c_13,control,20,NA,43.19,0,T11,126,125.3833333,3,161.54898,323,14.95,0,226.27,183.08,5.20992321578544,5.08480837841585
20_c_13,control,20,NA,43.19,0,T12,144,144.9333333,4,176.25978,324,10.5,0,228.63,185.44,5.22273137959144,5.1719589295146
20_c_13,control,20,NA,43.19,0,T13,168,168.5833333,4,242.8566,325,10.15,1,377.51,334.32,5.81209861813966,5.49247114569238
20_c_13,control,20,NA,43.19,0,T14,192,192.15,4,308.05703,326,9.716666667,1,529.74,486.55,6.187339671268,5.73028492817081
20_c_13,control,20,NA,43.19,0,T15,216,215.6833333,4,314.60457,327,9.25,0,526.96,483.77,6.18160958715862,5.75131651690138
20_c_13,control,20,NA,43.19,0,T16,240,239.8666667,4,328.2374,328,9.433333333,0,522.76,479.57,6.17288986907012,5.79373712706917
20_c_13,control,20,NA,43.19,0,T17,264,262.4333333,4,392.47809,329,8,1,701,657.81,6.48891613582852,5.97248071400833
20_c_13,control,20,NA,43.19,0,T18,288,289.0166667,4,419.07095,330,10.58333333,1,689.68,646.49,6.47155773018818,6.03804023732938
20_c_13,control,20,NA,43.19,0,T19,312,314.7333333,4,578.3948,331,12.3,1,1144.83,1101.64,7.00455525757585,6.36025668048602
20_c_13,control,20,NA,43.19,0,T2,24,24.43333333,3,26.98286,319,10,1,62.66,19.47,2.96887481938411,3.29520184960927
20_c_13,control,20,NA,43.19,0,T20,336,338.5,4,699.571400000001,332,12.06666667,1,1460.67,1417.48,7.25663592615493,6.55046786180567
20_c_13,control,20,NA,43.19,0,T21,360,360.6333333,4,684.84966,333,10.2,1,1414.13,1370.94,7.22325191492851,6.52919933972163
20_c_13,control,20,NA,43.19,0,T22,384,384.5833333,4,675.33152,334,10.15,0,1405.61,1362.42,7.21701780921724,6.51520371104313
20_c_13,control,20,NA,43.19,0,T23,408,408.4,5,656.36092,335,9.966666667,0,1361.94,1318.75,7.18443959722438,6.48671082057578
20_c_13,control,20,NA,43.19,0,T24,432,435.35,5,856.05214,336,12.91666667,1,2063.71,2020.52,7.6111101830095,6.75233128550168
20_c_13,control,20,NA,43.19,0,T25,456,460.5,5,1154.84131,337,14.06666667,1,3123.23,3080.04,8.03269786289628,7.05171821957709
20_c_13,control,20,NA,43.19,0,T26,480,484.6333333,5,1567.30978,338,14.2,1,4477.21,4434.02,8.39706190076599,7.35711591267118
20_c_13,control,20,NA,43.19,0,T27,504,508.8833333,5,2271.04162,339,14.45,1,6334.07,6290.88,8.74685624451924,7.72799386866594
20_c_13,control,20,NA,43.19,0,T28,528,533.0166667,5,3124.45538,340,14.58333333,1,8039.76,7996.57,8.98676797872241,8.04701526858226
20_c_13,control,20,NA,43.19,0,T29,552,556.55,5,3936.74983,341,14.11666667,1,9741.52,9698.33,9.17970898472093,8.27811074561769
20_c_13,control,20,NA,43.19,0,T3,30,29.8,3,32.9323,319,15.36666667,1,67.49,24.3,3.1904763503465,3.49445393907524
20_c_13,control,20,NA,43.19,0,T30,576,578.5666667,5,4834.14744,342,12.13333333,1,11331.42,11288.23,9.3315158689452,8.4834600614189
20_c_13,control,20,NA,43.19,0,T31,600,604.4333333,5,5302.0762,343,14,1,11709.71,11666.52,9.36447848029585,8.57585375868081
20_c_13,control,20,NA,43.19,0,T32,624,629.8833333,w,NA,344,15.45,NA,11590.29,11547.1,9.35418960217243,NA
20_c_13,control,20,NA,43.19,0,T33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_13,control,20,NA,43.19,0,T34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_13,control,20,NA,43.19,0,T35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20_c_13,control,20,NA,43.19,0,T36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
